"","State","Location.Code","Education","Gender","Coverage","EmploymentStatus","Income","Marital.Status","Monthly.Premium.Auto","No.Of.Open.Complaints","No.Of.Policies","Renew.Offer.Type","Vehicle.Class","Customer.Lifetime.Value","Vehicle.Size","Policy","Policy.Type","Sales.Channel","Total.Claims.Amount","Monthly.Since.Last.Claims","Months.Since.Policy.Inception","Response","predictedvalues"
"207","2","2","2","2","3","3",11885,"3",101,0,2,"1","2",11315.20373,"2","7","3","1",484.8,18,39,"2",12107.2043788183
"208","2","2","1","1","1","1",32653,"2",67,0,9,"1","1",5271.982116,"1","4","2","1",321.6,4,25,"1",5094.888576245
"209","1","1","1","1","2","1",93595,"2",97,4,1,"4","2",3763.637743,"2","8","3","1",49.797016,15,30,"1",3879.23989986417
"210","4","2","5","2","2","2",0,"2",84,1,4,"1","2",6265.343299,"2","4","2","1",481.025786,18,25,"2",6268.91184070333
"211","4","3","3","2","1","1",53526,"2",68,0,4,"1","2",5471.83429,"2","6","2","1",278.902846,27,69,"1",5372.26543030583
"212","5","2","3","1","2","1",58414,"1",210,2,1,"2","5",7840.165778,"3","6","2","1",1008,7,24,"2",7806.34675509833
"213","5","2","4","2","1","1",29305,"2",66,0,1,"3","2",2641.446062,"3","5","2","4",475.2,1,38,"1",2594.022807985
"214","4","2","3","1","2","1",42165,"1",123,0,1,"1","3",4747.734642,"1","3","1","3",799.673766,22,66,"1",4644.15471204583
"215","1","2","1","1","2","2",0,"2",131,0,2,"3","3",26199.5401416,"2","6","2","1",842.391832,20,59,"1",19333.3778733707
"216","4","1","4","1","1","1",37722,"1",116,0,8,"1","6",9075.768214,"2","4","2","1",158.077504,8,23,"2",9141.07689077167
"217","2","1","2","1","1","1",82297,"1",116,0,1,"1","6",4538.847818,"2","6","2","2",0.382107,5,62,"1",4573.43215561917
"218","5","2","1","1","1","1",43259,"2",73,0,2,"1","2",8730.421977,"2","5","2","3",350.4,12,18,"1",9992.05082038583
"219","5","2","2","1","1","2",0,"2",73,0,8,"1","2",5357.192698,"1","6","2","2",350.853987,14,74,"1",5272.048711735
"220","2","1","1","2","1","1",46072,"1",64,0,4,"1","2",5040.412436,"2","6","2","3",25.934064,0,61,"1",5070.57679466917
"221","1","1","5","2","1","1",72450,"2",66,0,1,"4","2",2678.058299,"2","3","1","3",84.218363,21,58,"1",2628.96986090417
"222","3","2","3","2","2","1",93087,"2",131,3,1,"1","6",5227.101938,"2","3","1","1",628.8,14,25,"1",5269.15110602
"223","5","2","2","2","1","2",0,"1",112,0,1,"1","3",3886.504807,"2","2","1","1",1185.988301,13,59,"1",3808.15407575333
"224","4","2","2","1","1","5",18608,"3",71,0,1,"2","2",2538.62632,"2","3","1","4",340.8,13,24,"2",2589.00894473083
"225","5","2","1","1","1","1",73168,"2",70,0,3,"2","2",5639.941974,"2","6","2","1",425.800112,21,50,"2",5587.06566414917
"226","5","2","2","2","1","1",61469,"2",63,5,3,"3","2",4923.18169,"3","6","2","3",302.4,16,65,"1",5037.52139431833
"227","2","3","1","2","1","4",16618,"1",62,0,1,"3","2",2272.335352,"2","8","3","3",219.288706,0,40,"1",2408.51483387333
"228","4","1","5","1","2","1",67632,"2",121,0,4,"1","6",9756.044954,"2","6","2","3",26.951627,0,44,"1",9565.139087905
"229","2","2","3","2","1","1",40589,"3",69,0,2,"4","2",8159.136579,"2","3","1","3",331.2,23,68,"1",9725.85514753417
"230","5","3","3","2","2","1",50809,"1",83,0,2,"1","2",19480.49981,"2","4","2","3",290.381707,29,58,"1",11643.8246531942
"231","2","2","1","2","2","1",66676,"2",97,0,1,"3","2",3919.366722,"3","5","2","1",558.099357,0,40,"2",3976.25101235
"232","2","1","2","2","1","1",31546,"3",65,0,9,"1","2",5085.836595,"2","6","2","3",100.049832,4,83,"1",5096.80964814417
"233","1","2","4","2","2","4",19464,"1",84,1,1,"3","2",3086.873854,"3","5","2","1",871.505797,10,94,"1",3090.5756387375
"234","5","2","2","1","1","1",34621,"2",108,1,8,"1","3",8595.665294,"2","3","1","3",621.464468,21,32,"1",8533.51654100416
"235","2","1","2","2","1","1",49648,"3",70,0,1,"2","2",2755.747968,"2","6","2","2",65.954813,0,23,"1",2762.49125346833
"236","4","1","1","2","1","1",87620,"2",64,0,2,"3","2",7726.993623,"2","6","2","2",24.063693,3,15,"1",10648.0138861183
"237","5","3","2","2","1","2",0,"2",72,0,2,"2","2",8311.1359,"2","2","1","1",311.329282,22,79,"1",9890.94818371083
"238","4","2","2","1","1","1",99934,"2",71,0,3,"4","2",5727.327124,"2","9","3","4",460.323855,9,12,"1",5694.60186080417
"239","4","2","2","1","1","1",94648,"3",69,0,1,"1","2",2744.519593,"2","5","2","3",331.2,19,64,"1",2747.8030362225
"240","5","3","4","1","1","2",0,"2",74,0,1,"1","1",2738.001957,"2","5","2","3",263.365432,27,91,"1",2722.25252438
"241","4","2","2","1","1","2",0,"3",64,0,6,"3","2",4644.700497,"3","1","1","3",307.2,23,71,"1",4591.72576380083
"242","2","3","3","1","1","1",55390,"2",71,0,2,"3","1",16874.32815,"2","3","1","3",256.268091,34,29,"1",12288.5997446058
"243","5","2","3","2","1","1",36843,"2",68,3,1,"4","2",2621.808611,"2","1","1","1",357.642982,12,11,"1",2690.08521635833
"244","2","1","3","2","2","1",75680,"2",78,0,6,"2","2",6242.595729,"2","6","2","1",136.787725,27,6,"1",6189.43312584417
"245","5","1","1","1","1","1",61546,"2",68,0,3,"4","1",5439.804227,"1","2","1","2",29.209521,4,27,"1",5396.41744181667
"246","5","1","2","1","2","1",79797,"3",84,0,1,"4","1",3307.99904,"2","2","1","3",31.755601,27,46,"1",3412.16094540333
"247","4","2","3","2","3","1",28919,"1",173,0,3,"3","3",13350.1209,"2","5","2","1",830.4,5,88,"1",14192.3050819267
"248","3","2","2","1","1","1",63568,"2",65,0,2,"4","1",7776.835189,"2","3","1","1",390.792553,19,5,"1",12565.432896275
"249","2","1","1","2","1","1",38893,"1",103,0,9,"2","3",8105.910755,"3","4","2","1",41.965252,19,40,"1",8309.62292968417
"250","5","1","2","1","1","1",97245,"3",70,0,2,"2","2",8323.073985,"2","6","2","4",4.110585,29,29,"1",13842.5671666687
"251","5","3","2","1","1","1",71391,"2",67,0,2,"2","2",8044.872393,"2","6","2","1",284.000172,29,39,"2",8885.9271468125
"252","4","2","1","1","1","2",0,"2",73,0,7,"2","1",5325.724541,"2","6","2","2",496.474767,17,44,"2",5245.222657105
"253","4","2","1","2","1","1",74454,"1",71,0,3,"2","2",5595.389905,"2","5","2","2",340.8,25,29,"2",5594.56452909833
"254","3","2","2","1","1","1",85296,"2",68,0,6,"3","2",5448.555219,"2","6","2","4",342.515136,15,47,"1",5443.08510856167
"255","2","2","1","1","2","1",31063,"2",92,0,2,"2","2",10808.06597,"3","5","2","1",441.6,20,19,"1",14185.6686419425
"256","3","3","1","1","2","1",52367,"2",81,0,1,"2","2",3208.225911,"2","4","2","2",275.989978,25,64,"1",3180.11418501583
"257","4","1","3","2","2","1",41479,"2",94,1,1,"2","1",3746.751625,"1","4","2","2",19.575683,14,38,"2",3750.55330164
"258","5","2","1","1","1","2",0,"1",73,0,7,"1","2",5156.072651,"3","5","2","3",807.947292,5,72,"1",5233.7095925675
"259","2","2","2","1","3","2",0,"1",148,0,2,"1","3",14567.26841,"2","5","2","1",710.4,8,18,"1",16031.591307002
"260","4","2","2","1","1","2",0,"1",72,0,2,"3","2",19504.4739,"2","4","2","1",345.6,17,55,"1",11012.1105844767
"261","2","1","3","2","1","2",0,"2",69,0,1,"2","2",2517.533581,"2","6","2","2",42.096415,2,71,"1",2510.01575485917
"262","5","3","1","2","1","1",76717,"2",66,0,6,"4","1",5326.677654,"1","6","2","2",300.528579,26,10,"1",5649.88106457417
"263","4","1","2","2","1","1",47325,"2",107,0,6,"1","3",8534.792754,"3","5","2","4",64.598216,0,92,"1",9360.73956180917
"264","4","2","1","1","1","1",86721,"3",111,0,3,"4","3",8828.834957,"1","2","1","2",532.8,33,10,"1",9409.77032083166
"265","2","2","2","2","2","3",16061,"1",88,0,1,"3","2",3239.124699,"2","5","2","4",633.6,26,23,"1",3355.43183897333
"266","5","2","3","2","3","1",54230,"2",112,0,9,"2","1",8997.040244,"2","5","2","1",537.6,10,21,"1",8728.930615425
"267","4","2","3","2","2","1",71210,"2",214,1,2,"1","4",25807.063,"3","5","2","3",1027.2,8,89,"2",25664.948974492
"268","2","2","3","2","2","1",94903,"2",94,0,1,"2","1",3808.122147,"3","2","1","1",451.2,3,38,"2",4069.18820668917
"269","2","2","2","1","2","1",27293,"2",96,0,6,"2","1",7614.137981,"2","6","2","4",469.030907,20,55,"1",7046.803555425
"270","1","1","1","1","1","1",64455,"2",108,0,2,"2","3",21639.83862,"2","6","2","1",133.735395,5,43,"1",21460.194574447
"271","1","1","2","1","2","1",61040,"2",79,1,4,"4","1",6177.109254,"2","6","2","1",20.382876,12,24,"1",6182.89795556
"272","5","2","2","2","2","1",44817,"2",83,0,2,"1","2",9886.656416,"3","5","2","1",527.421579,23,89,"1",14613.4041785108
"273","5","2","5","1","1","1",40870,"2",105,0,2,"1","3",12731.95161,"1","4","2","1",504,3,56,"2",15458.2013918467
"274","3","2","1","1","2","1",35001,"1",96,3,1,"1","2",3494.147878,"3","5","2","4",460.8,18,87,"1",3785.22098909583
"275","5","2","1","2","1","2",0,"2",109,0,7,"1","3",8160.689782,"2","4","2","4",523.2,15,61,"1",8002.5215028725
"276","2","2","2","2","1","2",0,"1",65,0,3,"1","2",4853.534204,"2","6","2","4",468,24,53,"1",4533.4718797975
"277","4","2","1","1","1","1",24398,"2",63,1,3,"2","2",4880.94644,"1","5","2","1",302.4,14,79,"1",4880.94678254333
"278","4","2","1","1","1","4",17101,"1",113,0,2,"1","3",12298.6863,"2","5","2","2",542.4,1,88,"2",13716.02606793
"279","5","1","1","2","1","1",59886,"2",104,0,4,"1","6",8323.533338,"2","5","2","1",71.729298,30,1,"1",9732.84304405417
"280","4","2","3","1","1","1",27978,"1",69,1,7,"1","2",5239.890913,"2","6","2","3",447.911255,3,21,"1",5429.82708682333
"281","5","2","2","2","2","2",0,"1",88,0,6,"1","2",6187.345744,"2","6","2","2",633.6,17,25,"1",6204.98786255167
"282","1","1","1","1","2","1",74422,"3",85,1,3,"1","2",6770.306834,"2","4","2","2",95.338505,4,3,"1",6734.44897617333
"283","4","1","2","2","2","1",70146,"2",96,0,1,"2","2",3839.143697,"2","4","2","3",157.440069,28,65,"1",3840.81806016083
"284","3","2","1","2","1","1",41228,"1",71,0,1,"1","2",2816.567395,"3","6","2","3",340.8,19,13,"1",2814.5330327025
"285","5","2","1","1","1","3",28657,"2",100,0,2,"1","3",11431.73089,"3","6","2","3",588.742251,4,55,"1",16010.5063407507
"286","5","2","2","2","2","2",0,"1",94,0,6,"2","2",6803.615629,"3","6","2","2",451.2,25,20,"1",6744.41935574667
"287","2","1","3","1","1","2",0,"2",64,0,4,"2","2",4692.165155,"2","6","2","1",137.169296,20,13,"1",4630.59905026083
"288","3","2","1","1","1","4",14315,"2",71,0,1,"2","2",2665.222511,"2","4","2","3",511.2,33,16,"1",2704.29657131
"289","2","3","4","2","2","1",87864,"2",94,0,8,"2","1",7666.520438,"2","6","2","1",421.456547,19,42,"1",7528.73467131583
"290","5","3","1","1","3","1",90343,"1",175,0,3,"1","3",13742.53724,"2","5","2","3",833.072722,11,68,"1",13415.950796425
"291","5","2","1","1","3","2",0,"1",105,0,1,"1","2",3728.83013,"2","6","2","4",756,13,22,"1",3714.8058367725
"292","4","2","2","2","2","1",56649,"2",125,0,1,"1","3",4991.584471,"1","8","3","3",780.090361,12,8,"1",4981.535187915
"293","2","3","3","2","1","2",0,"1",66,1,2,"1","2",20090.43865,"2","3","1","1",252.149798,16,19,"1",9392.52501974
"294","1","3","1","2","1","1",90783,"3",104,2,2,"1","3",26199.5401416,"3","6","2","1",285.745227,0,38,"1",22301.387693942
"295","4","2","3","1","2","1",26030,"2",139,1,2,"2","6",16229.64891,"2","3","1","2",667.2,25,29,"1",18992.9112190247
"296","2","3","2","1","3","1",73222,"2",180,0,3,"1","3",14349.85991,"1","4","2","2",821.51673,24,43,"1",14199.1034081083
"297","4","2","2","1","1","1",54668,"2",68,1,6,"1","2",5345.680998,"2","6","2","2",326.4,3,41,"1",5417.97342807333
"298","5","1","1","1","3","1",69497,"2",142,0,2,"4","3",16973.74021,"2","6","2","1",92.286763,30,31,"1",18741.4215584783
"299","3","2","4","2","2","1",22705,"3",239,0,7,"2","5",19160.98994,"2","4","2","1",1294.700423,19,59,"2",18838.618647505
"300","1","1","3","2","2","1",20836,"2",79,0,9,"1","2",6273.173441,"2","3","1","3",193.57032,25,2,"1",6027.10504529583
"301","2","2","3","2","1","2",0,"2",66,0,2,"2","2",7200.664877,"2","4","2","1",316.8,16,77,"2",8281.81116626583
"302","5","2","2","1","1","1",36088,"1",72,0,9,"1","2",5528.212807,"2","3","1","1",345.6,16,31,"2",5567.72780320083
"303","5","2","3","2","2","5",17557,"2",96,0,1,"4","2",3700.385003,"2","5","2","4",666.724937,6,5,"1",3843.90874387917
"304","5","2","5","2","2","1",45703,"2",98,0,9,"4","1",7879.928952,"3","4","2","1",470.4,17,36,"1",7762.78002067583
"305","5","3","2","1","1","2",0,"2",71,0,1,"2","2",2586.807171,"2","6","2","3",191.640085,23,84,"1",2532.6991944975
"306","5","3","2","2","1","1",91469,"1",100,2,2,"1","3",11797.99211,"3","4","2","1",418.864555,11,89,"1",18532.018600692
"307","4","2","2","2","2","1",33879,"2",98,0,2,"1","1",15428.01044,"3","3","1","3",470.4,16,82,"1",16972.5781161347
"308","2","2","1","1","1","1",72874,"2",70,0,6,"3","2",5630.793,"3","9","3","3",336,26,31,"1",6515.4189289875
"309","5","3","2","2","1","1",39854,"3",66,0,7,"2","1",5217.513287,"2","2","1","4",261.930545,6,4,"2",5194.53767843
"310","5","1","1","1","2","1",75436,"2",78,0,2,"2","2",9352.478998,"2","5","2","1",9.747443,10,20,"1",12898.1588389608
"311","2","3","3","1","2","1",60944,"2",130,2,4,"2","3",10080.37031,"2","6","2","4",623.505066,10,38,"1",10391.818426315
"312","1","2","1","1","2","2",0,"2",131,0,9,"1","3",9657.579498,"2","1","1","1",628.8,34,61,"2",9616.41844520333
"313","4","2","2","1","1","1",25998,"2",71,0,2,"2","2",8382.478392,"2","6","2","2",791.878042,16,38,"2",10354.1845576825
"314","5","2","1","2","3","2",0,"1",103,0,3,"1","2",7611.212764,"2","8","3","1",741.6,33,54,"1",7271.461796495
"315","4","2","1","1","1","1",25927,"1",103,0,1,"2","3",3933.813993,"2","4","2","4",674.973614,6,20,"2",3930.807339465
"316","4","3","1","2","2","1",41711,"1",90,0,1,"1","2",3498.634784,"2","5","2","1",351.286604,3,89,"1",3543.67925197833
"317","4","3","3","1","1","1",31320,"2",72,0,5,"1","2",5785.223477,"2","6","2","3",293.86579,30,95,"1",5815.90176150667
"318","4","2","2","2","3","1",44988,"2",108,0,3,"1","1",8620.997439,"2","2","1","4",518.4,30,57,"1",8450.10604873417
"319","4","2","2","2","2","1",46503,"3",215,1,1,"1","5",8427.172486,"2","5","2","1",1032,4,21,"2",8549.84803692667
"320","3","3","2","1","3","1",54710,"2",103,0,2,"3","1",12350.05824,"2","6","2","3",294.058449,13,46,"1",17733.279468495
"321","2","2","3","1","1","1",83846,"2",74,3,2,"2","2",8717.049833,"1","5","2","1",355.2,22,94,"2",11697.3301029667
"322","1","2","1","1","2","1",75203,"1",80,1,2,"1","2",12682.25069,"2","2","1","2",384,0,13,"1",17738.2307863828
"323","5","2","3","1","2","1",30658,"2",89,0,2,"2","2",10487.74332,"2","6","2","3",441.757585,6,67,"1",11650.8822793642
"324","5","3","5","2","2","4",15144,"2",90,0,1,"3","2",3515.831889,"2","5","2","1",372.652536,2,71,"1",3363.08998660917
"325","4","2","1","1","2","1",48268,"3",223,0,2,"1","5",26199.5401416,"2","5","2","4",1605.6,28,26,"1",25407.134040614
"326","3","1","1","2","1","1",71879,"1",64,0,2,"2","1",22693.29076,"2","3","1","4",9.163065,1,64,"1",11741.9841148467
"327","1","2","1","2","1","1",50148,"2",65,0,1,"2","2",2582.862313,"3","3","1","4",323.485239,0,45,"1",2838.18459090667
"328","1","2","3","1","2","2",0,"1",82,0,1,"3","2",2938.07856,"2","5","2","1",590.4,12,67,"1",2944.0936497425
"329","4","2","3","1","1","2",0,"1",66,0,1,"1","1",2215.912948,"2","3","1","1",316.8,21,67,"1",2173.52641824
"330","5","2","1","1","1","2",0,"1",67,2,1,"2","1",2161.685527,"2","3","1","2",482.4,33,75,"1",2349.74615976583
"331","4","2","2","2","1","2",0,"2",72,0,7,"3","2",5527.988928,"1","6","2","3",345.6,4,72,"1",5279.43096756417
"332","4","3","2","1","1","1",36844,"2",73,0,1,"2","2",2872.980808,"2","6","2","1",283.966321,10,11,"1",2869.779372265
"333","2","2","1","1","2","5",20993,"3",133,0,1,"2","3",4772.943848,"2","6","2","1",638.4,35,90,"2",4799.29836376167
"334","5","2","1","1","1","1",73345,"2",107,0,1,"4","3",4307.422775,"2","4","2","1",513.6,7,62,"1",4289.11580179833
"335","2","2","3","2","1","1",26480,"3",63,0,3,"2","1",4858.429375,"2","4","2","2",378.695238,13,17,"1",4723.91949040667
"336","5","2","2","1","2","2",0,"1",83,0,5,"4","1",6042.618486,"2","4","2","4",904.385726,12,21,"1",6004.46357824
"337","5","1","2","1","1","1",41279,"1",115,0,2,"3","6",26199.5401416,"2","6","2","1",251.429988,1,30,"1",18627.4519600017
"338","3","2","2","1","2","2",0,"1",128,0,6,"1","3",8591.305411,"2","2","1","3",1448.994134,4,24,"1",9483.21759424334
"339","4","2","3","1","1","4",25854,"1",68,0,9,"1","2",4860.62003,"2","6","2","3",396.284835,24,37,"1",5398.95245076167
"340","5","2","1","1","1","1",85355,"2",71,2,2,"2","1",8405.752991,"3","5","2","2",458.568921,34,47,"1",11593.3824319717
"341","3","1","1","2","2","1",68776,"2",80,0,1,"3","2",3218.608644,"2","6","2","2",87.861666,28,78,"1",3193.6636247825
"342","4","2","2","2","1","1",73775,"3",67,0,3,"2","2",5398.098108,"2","6","2","1",321.6,14,51,"1",5332.58332294833
"343","3","2","1","2","2","4",22510,"1",95,0,2,"1","2",17651.96339,"3","6","2","4",456,19,48,"1",12059.4753896458
"344","2","2","1","2","1","4",25965,"3",65,0,1,"1","2",2491.257604,"2","5","2","1",329.206567,23,27,"2",2470.56537628333
"345","4","3","2","1","1","1",78618,"3",66,0,1,"1","1",2619.337376,"2","9","3","1",225.578841,7,56,"2",2635.40030068333
"346","5","3","3","2","2","1",93272,"2",95,0,1,"2","2",3861.486269,"2","6","2","3",281.110788,3,54,"2",3879.21383093833
"347","4","2","1","1","1","5",20228,"3",101,1,2,"1","3",10408.96865,"2","6","2","3",523.815839,3,43,"2",11660.76793696
"348","3","2","1","2","2","2",0,"3",93,3,1,"1","2",3052.629532,"1","6","2","3",446.4,15,31,"1",3289.17036318667
"349","3","2","3","1","1","1",46051,"2",63,0,1,"3","1",2489.337928,"1","4","2","3",302.4,16,34,"1",2517.1011347375
"350","3","2","2","2","2","5",23975,"2",128,0,1,"1","3",4755.720009,"3","3","1","1",614.4,8,39,"1",4978.42700750167
"351","2","2","3","2","1","1",78561,"2",74,0,1,"1","1",3020.424822,"2","4","2","3",355.2,7,50,"1",2910.38211328083
"352","5","2","1","2","1","1",61402,"2",63,2,1,"1","2",2506.021971,"2","7","3","1",302.4,14,56,"1",3355.79106963833
"353","2","1","2","1","1","1",65090,"2",71,0,1,"3","2",2826.307641,"2","6","2","1",73.995096,28,3,"1",2804.72284023333
"354","5","2","2","2","2","4",24177,"2",92,1,2,"1","2",10436.57466,"2","5","2","1",441.6,4,37,"1",15670.8002067067
"355","2","2","4","2","1","1",22849,"2",109,0,4,"1","6",8789.88406,"2","6","2","2",523.2,5,75,"1",8536.45046368417
"356","4","1","5","2","3","2",0,"1",145,0,1,"2","3",5308.246978,"2","5","2","4",358.765757,29,70,"1",5239.07992773
"357","5","2","1","1","1","1",28327,"1",185,0,3,"4","4",14131.12134,"2","5","2","4",888,29,26,"1",15700.838352235
"358","2","2","1","1","2","1",26876,"1",76,0,8,"1","2",6005.214792,"2","6","2","1",364.8,17,72,"2",5988.52885005917
"359","1","2","3","1","3","2",0,"1",102,0,2,"1","2",14082.63918,"1","6","2","1",734.4,17,91,"1",15484.0948813678
"360","3","2","2","2","1","2",0,"1",61,0,2,"1","1",19116.56806,"3","6","2","3",657.808231,31,43,"1",11807.3297609117
"361","3","1","1","1","1","1",63127,"2",74,1,1,"4","1",2928.115104,"1","4","2","1",174.292234,35,17,"1",2864.69999035
"362","5","2","3","1","2","1",22022,"1",136,0,2,"2","3",26199.5401416,"1","5","2","3",979.2,35,1,"1",20477.6847250733
"363","4","3","3","1","1","1",34640,"2",117,2,1,"1","6",4530.530663,"2","5","2","2",466.318191,23,54,"1",4552.85333847583
"364","5","2","2","2","1","5",21959,"2",71,0,1,"4","2",2691.380574,"3","3","1","4",340.8,0,69,"1",2660.47638560833
"365","2","2","2","2","1","1",51584,"3",69,2,2,"1","1",8068.623946,"3","1","1","3",368.919773,11,98,"1",10644.4973527475
"366","4","3","2","2","1","1",65744,"3",62,0,1,"2","2",2478.576723,"2","3","1","2",166.507217,9,77,"1",2467.3392704075
"367","2","3","4","2","1","1",79663,"3",69,0,1,"3","1",2772.441318,"2","5","2","3",263.957201,14,39,"1",2783.30703477167
"368","2","1","2","2","1","1",31071,"1",111,2,1,"2","6",4305.793209,"3","5","2","2",215.23091,0,57,"1",5433.359299765
"369","5","3","2","2","2","1",39452,"3",131,0,1,"1","3",5103.35758,"2","3","1","4",398.190882,6,54,"1",5198.97219297417
"370","4","2","5","2","2","1",59965,"2",131,0,7,"1","3",10541.10977,"2","5","2","3",905.030448,7,54,"1",10395.9617388383
"371","2","2","3","2","2","2",0,"1",121,0,8,"2","6",8510.525936,"2","5","2","3",871.2,5,94,"1",8455.09468867833
"372","4","3","1","2","1","1",33738,"3",74,1,1,"2","2",2899.317224,"2","1","1","1",304.390472,6,50,"1",2901.15351492083
"373","5","2","2","1","2","1",43334,"2",95,2,1,"4","1",3633.05403,"3","2","1","2",614.367195,3,72,"1",3770.921215155
"374","3","2","3","2","2","1",83431,"2",84,0,1,"2","2",3394.720301,"2","6","2","4",403.2,13,33,"1",3326.30688982417
"375","1","2","3","1","2","1",57647,"2",94,0,1,"1","1",3781.4548,"2","6","2","3",451.2,3,99,"1",3738.41388816333
"376","4","1","2","2","1","1",49734,"2",69,0,2,"4","2",8319.123035,"2","3","1","2",154.748539,3,41,"1",11561.0072835217
"377","1","2","4","2","1","1",97131,"2",64,0,6,"2","2",5181.620895,"3","4","2","1",307.2,5,80,"2",5037.2878041275
"378","2","2","1","2","3","2",0,"1",114,0,2,"1","2",11880.96623,"2","6","2","3",820.8,29,96,"1",16445.5107111527
"379","4","2","3","1","1","2",0,"3",73,0,1,"1","2",2557.094323,"2","1","1","3",525.6,30,8,"1",3006.83651881167
"380","2","2","3","2","2","3",25073,"1",79,0,2,"1","2",8634.355958,"2","6","2","3",379.2,3,84,"1",11443.8111024833
"381","4","3","4","1","2","1",66851,"2",92,2,2,"2","2",22056.00496,"2","6","2","3",408.550442,10,70,"1",14369.0952820743
"382","2","1","2","2","1","1",34133,"3",111,0,7,"1","3",8834.322784,"3","4","2","2",226.9684,0,72,"1",9497.33369747
"383","4","2","1","1","1","1",48115,"2",192,0,5,"3","4",15362.35442,"1","6","2","1",1382.4,15,67,"1",15907.4055297987
