"","No.Of.Policies","Monthly.Premium.Auto","Income","Monthly.Since.Last.Claims","Total.Claims.Amount","Months.Since.Policy.Inception","Response","Gender","No.Of.Open.Complaints","Customer.Lifetime.Value"
"1734",2,62,30493,15,108.09413,56,"No","F",1,7316.650059
"1735",7,100,70811,14,141.654965,8,"No","F",0,8086.011196
"1736",3,78,0,21,555.457674,23,"No","F",3,4705.589393
"1737",1,106,82214,11,239.143671,19,"No","F",1,4273.587765
"1738",4,132,80046,4,260.627146,42,"No","F",0,10633.50496
"1739",1,137,0,19,452.295175,30,"No","F",0,5095.439821
"1740",1,65,22283,16,572.072106,93,"Yes","F",0,2397.036098
"1741",1,64,0,24,437.184112,1,"No","F",0,2510.633216
"1742",1,66,54378,16,316.8,30,"No","M",0,2637.602689
"1743",2,99,46546,9,319.105565,64,"No","F",0,26199.5401416
"1744",1,65,0,8,460.379966,50,"No","M",0,2152.081322
"1745",5,64,29177,5,307.2,20,"No","F",2,4766.940473
"1746",3,181,88753,6,868.8,21,"No","F",0,14514.00519
"1747",3,65,56334,35,421.563772,72,"No","F",0,5169.558551
"1748",1,85,28140,23,612,5,"No","M",0,2959.950094
"1749",2,88,0,16,633.6,8,"No","M",0,12779.06199
"1750",2,115,14973,2,828,75,"Yes","M",0,12168.74492
"1751",9,87,0,31,712.40122,9,"No","F",0,6240.664762
"1752",7,84,56980,33,599.000883,70,"Yes","M",0,6689.022728
"1753",1,111,63774,18,60.036683,63,"Yes","F",0,4376.363592
"1754",2,88,61650,8,117.470445,2,"No","M",0,10506.93706
"1755",3,74,44190,17,10.68564,40,"No","F",0,5938.511892
"1756",8,191,38183,21,981.010879,14,"No","F",0,15277.47796
"1757",1,68,43386,13,315.353519,79,"No","F",0,2731.39917
"1758",1,105,0,3,504,92,"Yes","M",0,3885.456401
"1759",3,116,25370,21,556.8,64,"No","F",0,9384.654502
"1760",7,98,19064,23,136.248799,35,"No","F",1,7403.447336
"1761",6,88,0,16,633.6,80,"No","M",0,6051.637445
"1762",1,84,59592,8,161.231812,49,"No","F",0,3300.607083
"1763",6,66,0,18,475.2,66,"No","M",0,4882.073243
"1764",1,100,56586,33,121.928014,86,"No","M",0,4013.945512
"1765",1,172,0,5,825.6,33,"No","M",0,6285.019179
"1766",2,110,65348,35,134.120531,58,"No","F",0,17738.2012
"1767",1,99,0,0,475.2,71,"No","M",0,3618.432755
"1768",1,92,31278,24,441.6,95,"Yes","M",4,3528.044252
"1769",2,66,52774,16,78.452298,26,"No","M",4,7529.863445
"1770",1,78,48056,15,374.4,92,"No","F",0,3129.110699
"1771",1,81,89196,17,41.182611,52,"No","F",0,3241.588659
"1772",7,97,0,20,609.046345,9,"No","M",4,5098.854489
"1773",5,70,43416,7,336,99,"No","F",0,5669.974517
"1774",1,95,82414,10,30.423443,85,"No","F",0,3816.408655
"1775",1,114,79487,20,547.2,87,"Yes","F",0,4626.801093
"1776",2,103,57449,6,494.4,28,"Yes","M",0,12157.32992
"1777",3,217,80969,1,1041.6,80,"No","F",0,17441.6378
"1778",2,66,32225,23,316.8,90,"No","F",0,7851.349465
"1779",5,112,60909,8,412.106287,94,"No","F",0,8932.317753
"1780",1,92,87485,12,441.6,57,"No","F",0,3694.14876
"1781",8,64,0,25,460.8,25,"No","M",0,4377.532789
"1782",8,137,71656,3,61.915326,88,"No","M",0,10914.20446
"1783",9,62,28524,26,297.6,45,"No","F",0,4967.544169
"1784",8,74,87020,6,331.116399,84,"No","F",0,5963.174005
"1785",1,70,91811,1,333.7925,85,"No","F",0,2857.11061
"1786",6,69,0,8,331.2,24,"No","F",0,5070.227097
"1787",2,109,41775,11,104.672657,80,"No","M",0,17429.87777
"1788",3,71,34974,7,315.160937,36,"No","F",0,5671.927479
"1789",2,73,56457,27,138.460771,68,"No","F",0,14413.37774
"1790",5,129,52693,1,619.2,0,"No","M",0,10248.89802
"1791",1,173,65337,9,830.4,22,"No","F",1,6897.505859
"1792",3,62,0,22,297.6,46,"No","F",0,4476.81416
"1793",1,70,39393,24,405.883346,56,"No","F",1,2755.221411
"1794",2,69,62912,9,168.358644,89,"No","M",0,8271.906799
"1795",5,66,28559,5,427.242973,1,"No","F",0,5316.7566
"1796",3,64,73740,23,229.272206,3,"No","M",0,5124.218174
"1797",1,72,25925,5,660.587577,85,"No","F",3,2594.905944
"1798",2,109,81197,2,94.731199,42,"No","M",0,21923.12272
"1799",2,88,43922,26,108.701381,88,"No","F",0,10546.65545
"1800",2,66,0,15,278.574142,24,"No","F",0,7188.607263
"1801",4,64,62088,6,73.258034,28,"No","F",2,5083.789524
"1802",2,97,49078,10,484.013411,3,"Yes","M",0,22332.43946
"1803",4,65,26890,28,312,37,"No","F",0,5119.901412
"1804",1,62,45855,0,0.887629,26,"No","M",1,2494.869528
"1805",1,77,42406,15,108.871857,49,"No","F",0,3055.70113
"1806",1,85,85023,4,408,69,"No","F",0,3409.677392
"1807",2,69,74460,3,331.2,25,"No","F",0,8337.194193
"1808",1,62,22932,2,297.6,97,"No","M",0,2346.675378
"1809",9,117,0,3,983.127481,33,"No","M",0,8216.391903
"1810",2,61,0,4,365.820487,68,"No","F",0,6553.943457
"1811",1,122,51246,4,817.692013,89,"No","F",0,4889.609695
"1812",1,69,45025,35,452.271771,85,"No","F",1,2725.322949
"1813",6,190,22799,10,912,75,"No","F",0,15042.57658
"1814",6,106,40211,5,710.740743,98,"No","M",2,8391.133455
"1815",7,68,31561,8,326.4,62,"No","F",0,5324.38786
"1816",5,64,0,10,770.254285,15,"No","M",0,4642.020128
"1817",2,65,0,9,312,31,"Yes","M",0,21423.63723
"1818",5,137,24164,2,657.6,40,"Yes","M",0,10972.06778
"1819",3,133,0,4,1361.993232,58,"No","M",0,9415.901707
"1820",1,81,62873,0,207.75186,41,"Yes","M",0,3230.576665
"1821",2,99,27229,20,475.2,9,"No","F",0,18745.39592
"1822",7,80,0,24,871.055266,20,"No","F",0,5871.607022
"1823",8,82,72608,26,393.6,19,"Yes","F",3,6521.368813
"1824",1,70,60707,2,327.061103,24,"No","F",0,2803.59608
"1825",1,114,79487,20,547.2,87,"Yes","F",0,4626.801093
"1826",6,67,89158,34,272.195232,71,"No","F",0,5349.996572
"1827",1,106,0,15,117.229971,30,"No","F",0,3837.615029
"1828",2,118,28432,1,612.300581,59,"Yes","M",0,13869.92705
"1829",9,131,0,4,628.8,49,"No","M",0,9472.956706
"1830",2,82,0,1,479.312226,13,"No","F",0,8470.043225
"1831",2,136,0,10,46.098963,41,"No","F",0,15860.03591
"1832",1,68,27398,4,326.4,39,"No","M",1,2331.325089
"1833",2,90,59803,21,22.75546,0,"No","F",0,10856.01489
"1834",1,104,53787,20,666.092015,77,"No","F",0,4150.836913
"1835",2,110,83894,6,82.019005,46,"No","F",0,22242.51659
"1836",2,102,88340,16,489.6,1,"Yes","M",0,12280.76661
"1837",1,63,25905,21,302.4,12,"Yes","M",0,2300.691547
"1838",2,108,24626,19,225.971279,3,"No","F",0,26199.5401416
"1839",1,94,59732,0,135.626867,54,"No","F",0,3745.374656
"1840",3,86,13528,21,412.8,35,"Yes","M",0,6005.847375
"1841",2,165,0,12,1452.213743,82,"No","M",1,16350.13061
"1842",6,72,61108,27,23.773332,84,"No","F",0,5821.128509
"1843",2,63,68997,3,206.926432,26,"No","M",0,10097.19837
"1844",9,198,0,4,962.159318,31,"No","M",0,14429.89284
"1845",1,111,63774,18,60.036683,63,"Yes","F",0,4376.363592
"1846",4,109,33402,7,71.053011,66,"No","F",0,8640.753192
"1847",4,65,0,24,312,45,"No","F",1,4460.418492
"1848",5,66,64964,9,286.967405,84,"No","F",0,5219.886414
"1849",1,108,0,32,718.383,49,"No","F",3,3756.63877
"1850",2,134,39894,23,411.077415,87,"No","F",0,26199.5401416
"1851",7,71,35398,26,340.8,41,"No","M",0,5563.771927
"1852",7,70,0,4,336,64,"No","F",0,5181.054467
"1853",8,223,86205,8,1070.4,67,"No","F",0,17776.82267
"1854",4,92,62338,9,4.216231,61,"No","M",0,7326.544855
"1855",3,83,63483,4,85.073541,84,"No","M",0,6633.137616
"1856",1,70,0,24,504,58,"No","M",0,2485.886754
"1857",1,65,20200,3,312,51,"No","F",3,2417.777032
"1858",1,69,29038,14,56.351667,61,"No","M",0,2693.663643
"1859",1,76,0,11,547.2,38,"No","M",0,2710.918992
"1860",1,195,46988,8,294.762659,69,"No","F",0,7724.052993
"1861",2,117,59130,21,436.533172,7,"No","F",0,26199.5401416
"1862",3,72,0,21,345.6,65,"No","F",0,5251.152281
"1863",1,119,32646,25,464.99983,84,"No","M",0,4686.807406
"1864",1,61,40903,12,409.88696,5,"No","F",0,2415.415525
"1865",3,106,0,19,631.108223,67,"No","F",1,7545.548643
"1866",1,112,84927,27,537.6,83,"No","M",0,4474.48438
"1867",4,66,0,12,445.19869,20,"No","F",1,5003.336664
"1868",1,71,66880,7,340.8,54,"No","F",0,2846.645431
"1869",2,66,88680,5,201.762191,66,"No","M",0,23813.52051
"1870",1,93,75132,7,446.4,33,"No","M",2,3730.144916
"1871",2,63,24083,22,340.453606,2,"No","F",1,7317.014254
"1872",7,97,44385,6,465.6,31,"No","M",0,7472.672033
"1873",3,114,0,19,820.8,50,"No","M",0,7555.828789
"1874",4,64,0,3,460.8,59,"No","F",0,4630.363287
"1875",2,64,89025,32,179.251604,10,"No","M",0,20467.71796
"1876",8,220,52228,29,1056,72,"No","F",1,17526.17908
"1877",3,71,83086,1,320.486645,43,"No","M",3,5670.132321
"1878",3,91,53214,21,436.8,76,"No","M",0,7228.993348
"1879",1,133,0,9,957.6,85,"No","F",0,4983.114656
"1880",2,96,16794,7,460.8,31,"No","F",0,13759.14695
"1881",2,83,31930,19,37.699658,30,"No","M",0,9788.713108
"1882",1,124,70742,3,211.68058,64,"No","M",1,4887.794108
"1883",1,73,0,14,350.4,36,"No","F",2,2585.444463
"1884",1,87,0,4,420.041981,4,"Yes","F",3,2659.70565
"1885",7,74,35301,23,128.643975,68,"No","F",0,5874.820212
"1886",3,111,21829,6,532.8,59,"No","F",0,8579.889155
"1887",2,71,0,28,340.8,76,"No","F",0,8149.769437
"1888",1,67,58498,6,321.6,1,"No","M",3,2570.162134
"1889",5,84,47137,5,161.640052,11,"No","F",0,6678.899026
"1890",3,109,0,19,723.786607,2,"No","F",0,8522.759016
"1891",1,71,0,20,511.2,48,"No","F",0,2509.508795
"1892",1,122,76594,26,832.453791,9,"No","M",1,4899.977003
"1893",1,63,89451,11,61.769564,2,"Yes","F",0,2530.705137
"1894",3,106,85132,0,501.134524,60,"No","F",5,8291.659086
"1895",1,68,43278,10,326.4,10,"No","F",0,2721.585434
"1896",1,66,72302,6,316.8,27,"Yes","M",0,2616.613903
"1897",2,80,22514,22,203.469143,96,"No","F",0,9470.624437
"1898",7,111,65605,2,377.781658,72,"No","M",2,8652.652451
"1899",1,69,36650,2,56.60333,70,"Yes","F",1,2725.356404
"1900",9,65,80846,9,227.183015,32,"No","M",0,5068.426258
"1901",5,67,0,7,321.6,84,"No","M",0,4879.713235
"1902",1,91,0,12,707.264022,6,"No","M",0,3135.579831
"1903",2,67,23665,19,404.817249,50,"Yes","M",0,22658.53652
"1904",1,95,66457,2,456,76,"No","M",0,3774.861293
"1905",1,69,29735,3,331.2,92,"Yes","M",0,2453.570794
"1906",7,65,61417,6,206.01822,35,"No","M",0,5143.878519
"1907",4,105,0,3,756,12,"No","F",0,7378.510732
"1908",7,114,0,26,820.8,34,"No","M",0,7912.132168
"1909",2,96,81081,32,206.211089,34,"No","M",1,11546.17372
"1910",2,112,57222,3,297.187468,88,"No","M",1,13502.63148
"1911",7,107,91147,4,50.473675,79,"No","M",0,8563.968057
"1912",9,68,20862,1,326.4,69,"No","M",0,4794.481412
"1913",5,105,49564,8,661.608936,29,"No","M",0,8355.512557
"1914",2,117,32356,11,428.490681,35,"No","M",2,13452.1928
"1915",1,108,75648,28,112.660916,10,"Yes","F",0,4349.30875
"1916",7,110,43963,25,528,59,"No","M",0,8673.587
"1917",2,97,11033,27,511.120131,18,"No","M",0,10828.37347
"1918",3,86,56188,20,175.972039,52,"No","M",3,6552.399896
"1919",1,90,82477,1,432,69,"Yes","F",0,3644.833554
"1920",1,95,0,14,456,57,"No","F",2,3063.114594
"1921",7,68,0,10,609.323227,36,"No","M",0,4874.0748
"1922",1,109,23060,13,731.350857,25,"No","M",3,4175.945269
"1923",2,71,27781,33,340.8,7,"No","M",0,8491.858636
"1924",1,62,43246,19,52.435202,89,"No","M",0,2402.172069
"1925",2,66,44719,6,316.8,55,"No","M",0,23331.829
"1926",1,63,21986,1,333.696228,9,"Yes","F",0,2395.57
"1927",5,113,58480,6,542.4,35,"No","F",1,8861.482361
"1928",1,65,0,32,312,88,"No","M",0,2373.795076
"1929",8,74,30968,10,45.425684,89,"No","F",1,5759.011129
"1930",1,116,0,2,556.8,97,"No","M",0,4165.396419
"1931",1,65,99841,14,312,30,"No","F",0,2632.552578
"1932",1,105,0,3,504,92,"Yes","M",0,3885.456401
"1933",2,125,0,6,900,61,"Yes","M",0,13024.13012
"1934",1,81,45892,1,388.8,49,"No","F",0,3219.146148
"1935",7,69,75963,4,102.147789,23,"No","F",0,5515.246935
"1936",3,87,42790,10,290.057111,74,"No","F",0,6907.554242
"1937",1,82,25820,10,393.6,69,"Yes","F",0,3265.156348
"1938",1,67,0,29,321.6,49,"No","M",1,2188.655055
"1939",2,128,26486,18,614.4,5,"No","F",1,14754.35923
"1940",2,97,0,12,465.6,24,"No","F",0,10759.40004
"1941",2,64,21636,2,213.587367,24,"No","M",5,11236.31135
"1942",3,66,60101,34,1.332349,74,"No","F",0,5260.921627
"1943",2,65,27558,18,312,48,"No","F",0,7568.85152
"1944",1,66,54314,13,282.770894,98,"No","M",0,2615.852084
"1945",2,90,24195,32,360.269404,70,"No","F",0,10793.75704
"1946",9,106,63354,16,508.8,39,"No","M",0,8343.412804
"1947",3,68,0,19,326.4,53,"No","M",0,4566.123651
"1948",1,86,58840,25,73.27252,44,"No","F",0,3427.154407
"1949",2,110,75634,13,432.805382,52,"No","F",0,13333.38849
"1950",7,84,56980,33,599.000883,70,"Yes","M",0,6689.022728
"1951",3,66,27444,21,313.931213,88,"No","F",0,5244.550942
"1952",3,86,57289,21,562.224942,88,"No","M",0,6688.857444
"1953",1,67,0,33,806.180375,21,"No","M",2,2052.948967
"1954",5,136,59590,15,460.266881,67,"No","M",0,10592.58753
"1955",6,92,41025,22,20.374393,92,"No","F",0,7304.395148
"1956",6,83,92653,15,456.519419,80,"No","F",1,6674.455913
"1957",8,82,24290,15,393.6,84,"No","F",0,6459.640942
"1958",7,93,21616,4,944.854655,41,"No","M",0,6608.165971
"1959",3,92,36463,8,441.6,25,"No","M",0,7158.530736
"1960",1,62,0,29,297.6,72,"No","M",0,2199.516645
"1961",2,79,53375,20,127.322656,92,"No","M",0,9566.839884
"1962",2,249,82081,1,753.760098,62,"No","M",0,26199.5401416
"1963",1,88,51337,3,72.543171,70,"No","F",0,3484.247842
"1964",6,72,74015,12,471.443077,61,"Yes","M",0,5555.830205
"1965",2,67,68849,9,252.699037,67,"No","F",0,8044.511759
"1966",1,64,0,12,621.968062,25,"No","F",0,2274.669484
"1967",6,67,0,27,321.6,71,"No","F",0,4698.759935
"1968",5,83,0,22,736.00483,0,"No","M",3,4983.61893
"1969",5,194,0,26,931.2,10,"No","F",0,14585.37736
"1970",2,99,0,2,204.121476,30,"No","M",0,14260.91441
"1971",8,197,27514,12,1367.199081,97,"No","F",0,15613.95173
"1972",8,65,21638,9,468,81,"No","M",0,4960.548942
"1973",2,68,36261,3,16.800832,71,"No","M",0,24442.29656
"1974",2,137,29593,15,657.6,52,"No","M",0,16159.54237
"1975",2,113,18495,10,542.4,15,"Yes","F",0,26197.41498
"1976",2,73,59763,4,350.4,31,"No","F",0,8719.896238
"1977",1,130,21135,14,678.946216,59,"No","F",0,4980.18765
"1978",2,63,0,10,661.7151,19,"No","F",0,17759.38575
"1979",4,83,0,17,597.6,28,"No","M",0,5801.828142
"1980",3,115,15630,8,656.775467,60,"No","F",1,7980.304624
"1981",3,65,35625,10,288.572108,56,"Yes","F",1,5107.163002
"1982",1,67,48329,9,470.386291,70,"No","M",0,2690.781969
"1983",1,125,12261,26,600,80,"No","F",0,4643.413135
"1984",9,86,0,15,39.730199,94,"No","M",0,6217.258012
"1985",2,94,87810,15,225.641724,26,"No","F",3,11373.98852
"1986",2,135,60735,11,571.695889,59,"No","M",0,16069.95283
"1987",2,118,36261,14,1197.713861,78,"No","M",0,14057.42125
"1988",1,77,23277,14,369.6,68,"No","M",2,2993.117683
"1989",1,86,55910,4,324.348688,3,"No","F",0,3438.949322
"1990",4,68,43054,5,326.4,41,"No","F",0,5418.463878
"1991",1,73,29051,31,153.200014,79,"No","F",0,2775.080095
"1992",1,77,47528,10,277.582137,73,"No","F",1,3071.784639
"1993",3,72,44833,24,345.6,59,"No","F",0,5688.20499
"1994",9,71,96917,31,373.047039,16,"No","F",0,5736.45893
"1995",2,115,0,19,840.179082,39,"No","F",0,11905.06754
"1996",3,61,85756,18,117.036869,74,"No","M",0,4821.156466
"1997",8,76,33967,0,364.8,60,"No","M",0,5871.175279
"1998",1,93,77951,28,19.668633,46,"No","F",3,3681.978995
"1999",3,76,57693,16,547.2,56,"Yes","F",0,5979.724161
"2000",7,112,0,6,78.975117,37,"No","F",3,7736.457821
"2001",2,64,0,10,307.2,72,"No","F",0,20496.69426
"2002",1,187,74335,3,896.436023,4,"No","F",0,7372.230729
"2003",1,271,14290,20,1300.8,40,"Yes","F",0,10179.71704
"2004",1,84,0,4,849.011958,29,"No","M",0,2876.775085
"2005",1,70,68463,19,336,67,"No","M",1,2772.502139
"2006",1,78,10312,10,486.278557,63,"Yes","F",0,2886.451602
"2007",1,77,0,15,404.82483,31,"No","M",0,2724.430809
"2008",1,127,0,22,914.4,53,"No","F",0,4573.998134
"2009",1,118,0,23,959.849922,54,"No","M",0,4017.055485
"2010",1,124,0,32,250.723005,75,"No","F",0,4569.8758
"2011",1,114,95301,34,547.2,43,"No","M",0,4619.449922
"2012",2,89,0,6,640.8,55,"No","F",0,10004.74874
"2013",4,73,11097,26,350.4,50,"No","M",0,5577.669457
"2014",6,208,74900,31,998.4,63,"No","M",0,16705.10312
"2015",1,86,58109,9,412.8,6,"No","M",0,3380.712383
"2016",1,104,43276,16,499.2,11,"No","F",0,4163.04081
"2017",1,118,0,9,566.4,26,"No","F",0,4048.722426
"2018",6,66,30376,26,316.8,16,"No","M",0,5167.357134
"2019",3,72,88997,9,174.041566,71,"Yes","M",0,5757.442258
"2020",1,74,57248,31,355.2,17,"No","F",0,2952.581331
"2021",1,71,27382,33,134.104322,35,"No","F",0,2858.087414
"2022",3,79,32311,10,207.289724,23,"No","F",0,6282.082435
"2023",3,63,67890,23,174.08854,26,"No","M",0,5020.473987
"2024",1,113,46402,7,476.385575,2,"No","F",0,4502.207001
"2025",2,135,0,12,980.52817,84,"No","M",4,11436.42994
"2026",4,73,12430,22,350.4,13,"Yes","M",0,5169.49937
"2027",3,72,27677,10,345.6,82,"No","F",1,5427.174517
"2028",2,136,30095,0,652.8,94,"No","F",0,21740.02913
"2029",9,106,29628,29,763.2,45,"No","F",0,8482.456771
"2030",6,62,37313,34,246.57631,39,"No","F",0,4803.24007
"2031",2,110,0,27,1066.913401,48,"No","M",1,10865.86075
"2032",1,86,48744,3,412.8,59,"No","F",0,3465.52691
"2033",9,69,67798,1,331.2,78,"Yes","M",0,5548.031892
"2034",1,93,16208,22,446.4,20,"No","M",0,3443.301126
"2035",1,112,94757,0,5.453269,25,"No","F",0,4529.072491
"2036",1,139,37995,16,667.2,50,"Yes","F",0,5597.12496
"2037",1,66,72302,6,316.8,27,"Yes","M",0,2616.613903
"2038",2,94,19382,31,676.8,18,"No","M",0,10758.65568
"2039",1,134,0,32,643.2,27,"No","F",0,5058.927182
"2040",1,195,74755,10,1404,10,"No","M",0,7772.579276
"2041",2,95,85339,6,392.7457,43,"No","M",0,11533.96706
"2042",1,125,57709,10,600,26,"Yes","M",0,5073.282126
"2043",3,73,0,33,152.080908,44,"No","M",0,5296.838482
"2044",6,86,18577,21,412.8,76,"Yes","F",0,6273.911874
"2045",2,68,0,24,326.4,2,"No","F",0,6990.691643
"2046",3,83,98118,28,398.4,68,"No","M",3,6375.079233
"2047",1,94,31708,3,451.2,43,"No","M",1,3520.696547
"2048",2,69,0,33,331.2,49,"No","M",1,17254.03699
"2049",7,67,97316,13,309.076476,18,"No","M",0,5387.40977
"2050",1,62,63860,26,208.598246,81,"Yes","F",0,2472.469209
"2051",3,96,60479,1,85.155359,44,"No","F",0,7627.431532
"2052",1,72,14151,5,345.6,41,"No","M",1,2617.704041
"2053",1,74,92070,16,368.669336,1,"No","M",0,2960.567044
"2054",1,61,44509,8,226.731454,68,"No","F",0,2446.681538
"2055",1,113,91967,4,156.736745,74,"No","M",0,4533.733641
"2056",1,63,0,20,302.4,5,"No","F",0,2355.281389
"2057",2,88,26432,19,422.4,89,"No","M",3,9585.501257
"2058",2,62,64311,21,157.174836,79,"No","M",0,7381.623005
"2059",1,70,0,21,405.384524,70,"No","F",0,2724.262292
"2060",1,82,0,15,590.4,82,"No","M",0,2851.645994
"2061",1,68,55479,5,117.964245,7,"No","F",1,2675.029491
"2062",2,74,0,26,532.8,84,"No","F",0,8028.484649
"2063",2,102,25370,10,489.6,77,"Yes","F",0,11638.89947
"2064",9,69,67798,1,331.2,78,"Yes","M",0,5548.031892
"2065",2,70,61367,7,498.533231,85,"No","M",0,8319.5292
"2066",1,86,74770,23,412.8,10,"No","M",0,3350.244285
"2067",2,107,44299,0,180.085807,73,"No","F",0,26199.5401416
"2068",1,61,34759,30,302.353842,84,"No","M",0,2437.084486
"2069",1,98,25407,2,284.239719,88,"No","F",0,3636.561567
"2070",1,104,23818,6,499.2,1,"No","M",1,4041.241758
"2071",8,70,64255,7,193.86537,36,"No","M",0,5543.802692
"2072",1,90,88842,32,350.75997,42,"No","F",0,3650.576237
"2073",1,64,39377,7,307.2,53,"No","M",0,2520.818611
"2074",1,63,21986,1,333.696228,9,"Yes","F",0,2395.57
"2075",1,76,27435,9,455.545318,6,"No","F",0,3031.587812
"2076",1,77,67591,2,198.080417,78,"No","M",0,3087.432549
"2077",1,62,75474,12,297.6,7,"No","F",0,2489.751297
"2078",9,119,55986,3,388.506303,60,"No","F",0,9549.113813
"2079",9,132,94042,13,633.6,67,"No","M",0,10593.59462
"2080",3,101,0,11,563.284331,34,"No","M",0,7735.465528
"2081",6,74,39293,17,352.740946,48,"No","F",0,5896.536531
"2082",2,65,0,12,312,46,"No","M",0,9718.463569
"2083",2,95,58187,18,76.73348,39,"No","F",0,11389.94398
"2084",3,146,0,5,1404.845849,84,"No","M",0,10033.28281
"2085",1,69,37876,13,300.056383,15,"Yes","M",0,2647.519741
"2086",8,74,51066,23,787.993313,0,"Yes","M",0,5780.182197
"2087",2,113,96866,26,377.385724,88,"No","M",1,26199.5401416
"2088",3,80,0,8,576,44,"No","M",0,5412.696604
"2089",2,122,74915,13,393.151377,17,"No","M",0,14651.6153
"2090",1,125,57709,10,600,26,"Yes","M",0,5073.282126
"2091",5,101,52548,10,587.504777,1,"No","M",0,8110.305608
"2092",1,95,0,22,429.657692,17,"No","F",0,3669.83263
"2093",7,70,0,23,754.945216,32,"No","M",0,4629.970602
"2094",2,64,82667,5,307.2,65,"No","F",1,17684.65456
"2095",7,87,24053,33,624.532492,53,"No","M",1,6198.793072
"2096",1,101,55407,30,275.341953,68,"No","F",1,4035.009284
"2097",1,73,62461,15,129.267408,7,"No","F",0,2954.387586
"2098",2,115,0,3,552,22,"No","M",0,26199.5401416
"2099",2,63,34837,32,72.828431,27,"No","F",0,7663.514373
"2100",1,100,46210,2,46.315771,44,"No","F",0,3996.772165
"2101",1,117,79284,9,156.452827,59,"No","M",1,4599.759229
"2102",1,64,12928,12,307.2,74,"No","F",0,2351.878675
"2103",7,69,34528,22,183.602763,0,"No","M",2,5377.90796
"2104",3,71,20303,24,340.8,84,"No","F",0,5635.746396
"2105",5,67,10621,28,321.6,22,"Yes","M",0,4386.277558
"2106",6,94,61783,17,658.125874,20,"No","M",0,7481.825592
"2107",3,61,11904,34,292.8,11,"Yes","F",2,4254.620669
"2108",1,66,46900,13,316.8,59,"Yes","M",0,2580.849899
"2109",2,105,40870,3,504,56,"Yes","M",0,12731.95161
"2110",1,65,14321,20,423.823547,72,"No","M",0,2398.354197
"2111",2,115,14973,2,828,75,"Yes","M",0,12168.74492
"2112",1,90,0,19,659.435886,91,"No","M",0,3237.305187
"2113",1,73,0,8,525.6,19,"No","M",0,2506.360995
"2114",8,66,28909,15,456.702735,66,"Yes","F",0,5246.278375
"2115",1,62,0,6,297.6,2,"No","F",0,2249.874803
"2116",2,239,35442,10,1147.2,20,"No","M",0,26199.5401416
"2117",9,68,0,28,326.4,23,"No","M",1,5037.953998
"2118",3,63,67233,10,246.693624,26,"No","M",0,5097.318657
"2119",3,115,65103,29,552,41,"No","F",4,9095.15235
"2120",5,61,55071,10,231.516063,14,"No","F",0,4898.957331
"2121",1,72,85817,0,154.987759,31,"No","M",0,2916.380797
"2122",2,102,88340,16,489.6,1,"Yes","M",0,12280.76661
"2123",2,62,16139,19,297.6,69,"No","F",0,7123.694599
"2124",3,100,63775,29,462.753151,3,"No","M",0,8008.095994
"2125",7,68,87777,16,257.708912,1,"No","M",0,5483.89085
"2126",2,180,0,11,864,65,"No","F",0,26199.5401416
"2127",1,65,22283,16,572.072106,93,"Yes","F",0,2397.036098
"2128",6,65,74627,21,176.735323,61,"No","M",0,5207.680496
"2129",1,96,0,10,446.122702,77,"No","M",0,3548.071725
"2130",4,65,24948,3,280.352767,51,"No","F",0,5193.770572
"2131",9,104,73556,31,497.684017,4,"No","M",0,8295.977271
"2132",2,65,14390,16,402.778867,4,"No","M",0,7183.071115
"2133",1,64,0,26,360.217299,17,"No","F",0,2415.83485
"2134",2,73,89219,12,350.4,9,"No","M",4,8193.160528
"2135",2,117,29504,24,809.039071,90,"No","M",0,13220.80421
"2136",1,148,88122,15,840.231575,10,"No","F",0,5948.98896
"2137",5,87,39020,0,485.01384,4,"No","M",0,6878.008403
"2138",2,109,99617,1,74.934678,62,"No","F",0,13265.51039
"2139",3,72,38492,27,207.901654,34,"No","F",0,5824.767025
"2140",8,71,97657,2,107.325235,19,"No","F",0,5755.18214
"2141",2,123,98710,21,587.391029,42,"No","F",0,26199.5401416
"2142",3,107,0,3,513.6,65,"Yes","F",0,8002.308333
"2143",1,124,0,1,714.494746,43,"No","M",0,4553.185557
"2144",9,69,17099,13,331.2,28,"No","F",0,5354.365535
"2145",3,74,36889,24,192.186026,82,"No","F",1,5860.48309
"2146",8,110,99845,23,528,25,"Yes","M",1,8819.018934
"2147",1,65,84498,18,255.210049,83,"No","F",0,2628.563096
"2148",3,85,59034,0,378.75258,85,"No","M",0,6765.800532
"2149",3,135,0,26,773.690268,38,"No","F",0,10013.77995
"2150",1,118,58089,31,566.4,83,"Yes","M",0,4686.469674
"2151",4,113,60964,21,327.723713,16,"No","M",0,9051.712161
"2152",6,67,42871,2,321.6,13,"No","M",0,5306.162741
"2153",5,62,74423,31,50.800186,10,"No","F",0,5018.894421
"2154",6,128,0,23,150.952506,27,"No","F",0,9591.028253
"2155",8,79,0,10,304.550129,22,"No","F",0,5811.61185
"2156",1,68,39141,22,402.456296,7,"No","F",0,2701.039719
"2157",2,78,76837,2,23.788022,12,"No","M",0,9445.925985
"2158",1,101,25147,7,694.598288,54,"Yes","F",0,3600.934326
"2159",4,106,0,5,763.2,32,"No","F",0,7452.939191
"2160",2,101,37025,15,427.243803,36,"No","F",0,12148.94098
